"Subj","ROI","Cond","Beta"
"sub-632012","R_HEADDGCA23_NA","DistantRepeat",0.2531
"sub-632012","L_HEADSUB_NA","DistantRepeat",0.7456
"sub-632012","R_HEADSUB_NA","DistantRepeat",0.2141
"sub-632012","L_SUB_NA","DistantRepeat",0.7013
"sub-632012","R_SUB_NA","DistantRepeat",0.649
"sub-632012","L_CA12_NA","ExactRepeat",0.1555
"sub-632012","R_CA12_NA","ExactRepeat",0.07214
"sub-632012","L_DGCA3_NA","ExactRepeat",0.26
"sub-632012","R_DGCA3_NA","ExactRepeat",0.1373
"sub-632012","L_HEADCA1_NA","ExactRepeat",-0.1119
"sub-632012","R_HEADCA1_NA","ExactRepeat",0.03578
"sub-632012","L_HEADDGCA23_NA","ExactRepeat",0.0929
"sub-632012","R_HEADDGCA23_NA","ExactRepeat",-0.165
"sub-632012","L_HEADSUB_NA","ExactRepeat",0.1997
"sub-632012","R_HEADSUB_NA","ExactRepeat",-0.2615
"sub-632012","L_SUB_NA","ExactRepeat",0.3201
"sub-632012","R_SUB_NA","ExactRepeat",0.1908
"sub-656658","L_CA12_NA","AllFirst",0.1066
"sub-656658","R_CA12_NA","AllFirst",-0.1446
"sub-656658","L_DGCA3_NA","AllFirst",0.1749
"sub-656658","R_DGCA3_NA","AllFirst",-0.08512
"sub-656658","L_HEADCA1_NA","AllFirst",0.00669
"sub-656658","R_HEADCA1_NA","AllFirst",-0.062
"sub-656658","L_HEADDGCA23_NA","AllFirst",-0.003584
"sub-656658","R_HEADDGCA23_NA","AllFirst",-0.0446
"sub-656658","L_HEADSUB_NA","AllFirst",-0.1898
"sub-656658","R_HEADSUB_NA","AllFirst",-0.102
"sub-656658","L_SUB_NA","AllFirst",0.07113
"sub-656658","R_SUB_NA","AllFirst",0.08562
"sub-656658","L_CA12_NA","CloseRepeat",0.159
"sub-656658","R_CA12_NA","CloseRepeat",-0.0339
"sub-656658","L_DGCA3_NA","CloseRepeat",0.2939
"sub-656658","R_DGCA3_NA","CloseRepeat",0.09759
"sub-656658","L_HEADCA1_NA","CloseRepeat",-0.05767
"sub-656658","R_HEADCA1_NA","CloseRepeat",0.08229
"sub-656658","L_HEADDGCA23_NA","CloseRepeat",-0.1077
"sub-656658","R_HEADDGCA23_NA","CloseRepeat",0.01506
"sub-656658","L_HEADSUB_NA","CloseRepeat",-0.2131
"sub-656658","R_HEADSUB_NA","CloseRepeat",0.168
"sub-656658","L_SUB_NA","CloseRepeat",0.1297
"sub-656658","R_SUB_NA","CloseRepeat",0.05893
"sub-656658","L_CA12_NA","DistantRepeat",0.1574
"sub-656658","R_CA12_NA","DistantRepeat",-0.01807
"sub-656658","L_DGCA3_NA","DistantRepeat",0.162
"sub-656658","R_DGCA3_NA","DistantRepeat",0.04238
"sub-656658","L_HEADCA1_NA","DistantRepeat",0.08829
"sub-656658","R_HEADCA1_NA","DistantRepeat",0.08904
"sub-656658","L_HEADDGCA23_NA","DistantRepeat",0.005768
"sub-656658","R_HEADDGCA23_NA","DistantRepeat",0.0945
"sub-656658","L_HEADSUB_NA","DistantRepeat",-0.1121
"sub-656658","R_HEADSUB_NA","DistantRepeat",-0.06995
"sub-656658","L_SUB_NA","DistantRepeat",0.2311
"sub-656658","R_SUB_NA","DistantRepeat",0.1238
"sub-656658","L_CA12_NA","ExactRepeat",0.05091
"sub-656658","R_CA12_NA","ExactRepeat",-0.05205
"sub-656658","L_DGCA3_NA","ExactRepeat",0.1188
"sub-656658","R_DGCA3_NA","ExactRepeat",-0.01791
"sub-656658","L_HEADCA1_NA","ExactRepeat",-0.1097
"sub-656658","R_HEADCA1_NA","ExactRepeat",-0.1163
"sub-656658","L_HEADDGCA23_NA","ExactRepeat",-0.2178
"sub-656658","R_HEADDGCA23_NA","ExactRepeat",-0.1904
"sub-656658","L_HEADSUB_NA","ExactRepeat",-0.3135
"sub-656658","R_HEADSUB_NA","ExactRepeat",-0.2099
"sub-656658","L_SUB_NA","ExactRepeat",0.00946
"sub-656658","R_SUB_NA","ExactRepeat",0.00322
"sub-680997","L_CA12_NA","AllFirst",0.01563
"sub-680997","R_CA12_NA","AllFirst",-0.04218
"sub-680997","L_DGCA3_NA","AllFirst",0.0482
"sub-680997","R_DGCA3_NA","AllFirst",-0.03077
"sub-680997","L_HEADCA1_NA","AllFirst",-0.05269
"sub-680997","R_HEADCA1_NA","AllFirst",0.03313
"sub-680997","L_HEADDGCA23_NA","AllFirst",0.06881
"sub-680997","R_HEADDGCA23_NA","AllFirst",0.06484
"sub-680997","L_HEADSUB_NA","AllFirst",0.04453
"sub-680997","R_HEADSUB_NA","AllFirst",-0.04059
"sub-680997","L_SUB_NA","AllFirst",0.0126
"sub-680997","R_SUB_NA","AllFirst",0.06626
"sub-680997","L_CA12_NA","CloseRepeat",0.01967
"sub-680997","R_CA12_NA","CloseRepeat",0.04179
"sub-680997","L_DGCA3_NA","CloseRepeat",0.01834
"sub-680997","R_DGCA3_NA","CloseRepeat",0.09118
"sub-680997","L_HEADCA1_NA","CloseRepeat",-0.06531
"sub-680997","R_HEADCA1_NA","CloseRepeat",-0.09685
"sub-680997","L_HEADDGCA23_NA","CloseRepeat",0.1196
"sub-680997","R_HEADDGCA23_NA","CloseRepeat",0.02858
"sub-680997","L_HEADSUB_NA","CloseRepeat",0.205
"sub-680997","R_HEADSUB_NA","CloseRepeat",-0.02358
"sub-680997","L_SUB_NA","CloseRepeat",0.00555
"sub-680997","R_SUB_NA","CloseRepeat",0.2097
"sub-680997","L_CA12_NA","DistantRepeat",-0.05414
"sub-680997","R_CA12_NA","DistantRepeat",0.05
"sub-680997","L_DGCA3_NA","DistantRepeat",-0.01881
"sub-680997","R_DGCA3_NA","DistantRepeat",0.004591
"sub-680997","L_HEADCA1_NA","DistantRepeat",-0.0882
"sub-680997","R_HEADCA1_NA","DistantRepeat",-0.06939
"sub-680997","L_HEADDGCA23_NA","DistantRepeat",0.05879
"sub-680997","R_HEADDGCA23_NA","DistantRepeat",0.1471
"sub-680997","L_HEADSUB_NA","DistantRepeat",0.05113
"sub-680997","R_HEADSUB_NA","DistantRepeat",0.104
"sub-680997","L_SUB_NA","DistantRepeat",0.03862
"sub-680997","R_SUB_NA","DistantRepeat",0.1677
"sub-680997","L_CA12_NA","ExactRepeat",-0.004567
"sub-680997","R_CA12_NA","ExactRepeat",-0.04896
"sub-680997","L_DGCA3_NA","ExactRepeat",-0.1175
"sub-680997","R_DGCA3_NA","ExactRepeat",-0.05481
"sub-680997","L_HEADCA1_NA","ExactRepeat",-0.09953
"sub-680997","R_HEADCA1_NA","ExactRepeat",-0.05434
"sub-680997","L_HEADDGCA23_NA","ExactRepeat",-0.01356
"sub-680997","R_HEADDGCA23_NA","ExactRepeat",-0.08746
"sub-680997","L_HEADSUB_NA","ExactRepeat",-0.07144
"sub-680997","R_HEADSUB_NA","ExactRepeat",-0.1536
"sub-680997","L_SUB_NA","ExactRepeat",-0.0644
"sub-680997","R_SUB_NA","ExactRepeat",0.07823
"sub-688643","L_CA12_NA","AllFirst",-0.01917
"sub-688643","R_CA12_NA","AllFirst",-0.008185
"sub-688643","L_DGCA3_NA","AllFirst",-0.02914
"sub-688643","R_DGCA3_NA","AllFirst",0.04228
"sub-688643","L_HEADCA1_NA","AllFirst",-0.04282
"sub-688643","R_HEADCA1_NA","AllFirst",-0.1205
"sub-688643","L_HEADDGCA23_NA","AllFirst",0.005311
"sub-688643","R_HEADDGCA23_NA","AllFirst",0.1289
"sub-688643","L_HEADSUB_NA","AllFirst",-0.09708
"sub-688643","R_HEADSUB_NA","AllFirst",-0.09037
"sub-688643","L_SUB_NA","AllFirst",-0.1212
"sub-688643","R_SUB_NA","AllFirst",-0.1433
"sub-688643","L_CA12_NA","CloseRepeat",0.1015
"sub-688643","R_CA12_NA","CloseRepeat",-0.05861
"sub-688643","L_DGCA3_NA","CloseRepeat",0.1416
"sub-688643","R_DGCA3_NA","CloseRepeat",0.05717
"sub-688643","L_HEADCA1_NA","CloseRepeat",0.05066
"sub-688643","R_HEADCA1_NA","CloseRepeat",0.0713
"sub-688643","L_HEADDGCA23_NA","CloseRepeat",0.04207
"sub-688643","R_HEADDGCA23_NA","CloseRepeat",0.1758
"sub-688643","L_HEADSUB_NA","CloseRepeat",0.1112
"sub-688643","R_HEADSUB_NA","CloseRepeat",-0.1525
"sub-688643","L_SUB_NA","CloseRepeat",0.09506
"sub-688643","R_SUB_NA","CloseRepeat",-0.09395
"sub-688643","L_CA12_NA","DistantRepeat",-0.1074
"sub-688643","R_CA12_NA","DistantRepeat",0.1148
"sub-688643","L_DGCA3_NA","DistantRepeat",-0.006946
"sub-688643","R_DGCA3_NA","DistantRepeat",0.007666
"sub-688643","L_HEADCA1_NA","DistantRepeat",-0.02989
"sub-688643","R_HEADCA1_NA","DistantRepeat",-0.05872
"sub-688643","L_HEADDGCA23_NA","DistantRepeat",-0.0178
"sub-688643","R_HEADDGCA23_NA","DistantRepeat",0.1387
"sub-688643","L_HEADSUB_NA","DistantRepeat",0.0126
"sub-688643","R_HEADSUB_NA","DistantRepeat",-0.02096
"sub-688643","L_SUB_NA","DistantRepeat",-0.01242
"sub-688643","R_SUB_NA","DistantRepeat",-0.006592
"sub-688643","L_CA12_NA","ExactRepeat",0.03745
"sub-688643","R_CA12_NA","ExactRepeat",-0.01804
"sub-688643","L_DGCA3_NA","ExactRepeat",-0.04079
"sub-688643","R_DGCA3_NA","ExactRepeat",0.003329
"sub-688643","L_HEADCA1_NA","ExactRepeat",-0.05066
"sub-688643","R_HEADCA1_NA","ExactRepeat",-0.03119
"sub-688643","L_HEADDGCA23_NA","ExactRepeat",-0.1226
"sub-688643","R_HEADDGCA23_NA","ExactRepeat",0.03872
"sub-688643","L_HEADSUB_NA","ExactRepeat",-0.1139
"sub-688643","R_HEADSUB_NA","ExactRepeat",-0.007617
"sub-688643","L_SUB_NA","ExactRepeat",-0.03223
"sub-688643","R_SUB_NA","ExactRepeat",0.05793
"sub-718911","L_CA12_NA","AllFirst",-0.217
"sub-718911","R_CA12_NA","AllFirst",-0.1567
"sub-718911","L_DGCA3_NA","AllFirst",-0.05022
"sub-718911","R_DGCA3_NA","AllFirst",-0.2309
"sub-718911","L_HEADCA1_NA","AllFirst",-0.06152
"sub-718911","R_HEADCA1_NA","AllFirst",-0.1159
"sub-718911","L_HEADDGCA23_NA","AllFirst",-0.01779
"sub-718911","R_HEADDGCA23_NA","AllFirst",0.01569
"sub-718911","L_HEADSUB_NA","AllFirst",-0.2399
"sub-718911","R_HEADSUB_NA","AllFirst",-0.1628
"sub-718911","L_SUB_NA","AllFirst",0.05599
"sub-718911","R_SUB_NA","AllFirst",-0.1199
"sub-718911","L_CA12_NA","CloseRepeat",-0.07223
"sub-718911","R_CA12_NA","CloseRepeat",-0.103
"sub-718911","L_DGCA3_NA","CloseRepeat",-0.02104
"sub-718911","R_DGCA3_NA","CloseRepeat",-0.1093
"sub-718911","L_HEADCA1_NA","CloseRepeat",0.000874
"sub-718911","R_HEADCA1_NA","CloseRepeat",-0.01081
"sub-718911","L_HEADDGCA23_NA","CloseRepeat",0.0348
"sub-718911","R_HEADDGCA23_NA","CloseRepeat",0.04058
"sub-718911","L_HEADSUB_NA","CloseRepeat",-0.2015
"sub-718911","R_HEADSUB_NA","CloseRepeat",-0.197
"sub-718911","L_SUB_NA","CloseRepeat",-0.007649
"sub-718911","R_SUB_NA","CloseRepeat",-0.1512
"sub-718911","L_CA12_NA","DistantRepeat",-0.1858
"sub-718911","R_CA12_NA","DistantRepeat",-0.1281
"sub-718911","L_DGCA3_NA","DistantRepeat",-0.01318
"sub-718911","R_DGCA3_NA","DistantRepeat",-0.08455
"sub-718911","L_HEADCA1_NA","DistantRepeat",-0.08957
"sub-718911","R_HEADCA1_NA","DistantRepeat",-0.1166
"sub-718911","L_HEADDGCA23_NA","DistantRepeat",-0.1159
"sub-718911","R_HEADDGCA23_NA","DistantRepeat",-0.01809
"sub-718911","L_HEADSUB_NA","DistantRepeat",-0.2127
"sub-718911","R_HEADSUB_NA","DistantRepeat",-0.1446
"sub-718911","L_SUB_NA","DistantRepeat",0.03613
"sub-718911","R_SUB_NA","DistantRepeat",0.000167
"sub-718911","L_CA12_NA","ExactRepeat",-0.09992
"sub-718911","R_CA12_NA","ExactRepeat",-0.0372
"sub-718911","L_DGCA3_NA","ExactRepeat",-0.02238
"sub-718911","R_DGCA3_NA","ExactRepeat",-0.1044
"sub-718911","L_HEADCA1_NA","ExactRepeat",-0.02179
"sub-718911","R_HEADCA1_NA","ExactRepeat",-0.02559
"sub-718911","L_HEADDGCA23_NA","ExactRepeat",0.04806
"sub-718911","R_HEADDGCA23_NA","ExactRepeat",0.02198
"sub-718911","L_HEADSUB_NA","ExactRepeat",-0.1373
"sub-718911","R_HEADSUB_NA","ExactRepeat",-0.159
"sub-718911","L_SUB_NA","ExactRepeat",0.001067
"sub-718911","R_SUB_NA","ExactRepeat",-0.1194
"sub-737080","L_CA12_NA","AllFirst",0.04555
"sub-737080","R_CA12_NA","AllFirst",-0.009905
"sub-737080","L_DGCA3_NA","AllFirst",0.09824
"sub-737080","R_DGCA3_NA","AllFirst",-0.08966
"sub-737080","L_HEADCA1_NA","AllFirst",-0.06329
"sub-737080","R_HEADCA1_NA","AllFirst",-0.006173
"sub-737080","L_HEADDGCA23_NA","AllFirst",0.02366
"sub-737080","R_HEADDGCA23_NA","AllFirst",-0.119
"sub-737080","L_HEADSUB_NA","AllFirst",0.01178
"sub-737080","R_HEADSUB_NA","AllFirst",-0.3423
"sub-737080","L_SUB_NA","AllFirst",0.05181
"sub-737080","R_SUB_NA","AllFirst",-0.02675
"sub-737080","L_CA12_NA","CloseRepeat",0.01045
"sub-737080","R_CA12_NA","CloseRepeat",0.02636
"sub-737080","L_DGCA3_NA","CloseRepeat",-0.08573
"sub-737080","R_DGCA3_NA","CloseRepeat",0.1206
"sub-737080","L_HEADCA1_NA","CloseRepeat",-0.09393
"sub-737080","R_HEADCA1_NA","CloseRepeat",-0.06315
"sub-737080","L_HEADDGCA23_NA","CloseRepeat",-0.008338
"sub-737080","R_HEADDGCA23_NA","CloseRepeat",-0.09633
"sub-737080","L_HEADSUB_NA","CloseRepeat",-0.03399
"sub-737080","R_HEADSUB_NA","CloseRepeat",-0.191
"sub-737080","L_SUB_NA","CloseRepeat",-0.009162
"sub-737080","R_SUB_NA","CloseRepeat",0.0345
"sub-737080","L_CA12_NA","DistantRepeat",0.08811
"sub-737080","R_CA12_NA","DistantRepeat",-0.07125
"sub-737080","L_DGCA3_NA","DistantRepeat",0.003932
"sub-737080","R_DGCA3_NA","DistantRepeat",-0.1013
"sub-737080","L_HEADCA1_NA","DistantRepeat",-0.0482
"sub-737080","R_HEADCA1_NA","DistantRepeat",-0.103
"sub-737080","L_HEADDGCA23_NA","DistantRepeat",0.03256
"sub-737080","R_HEADDGCA23_NA","DistantRepeat",-0.1539
"sub-737080","L_HEADSUB_NA","DistantRepeat",-0.1202
"sub-737080","R_HEADSUB_NA","DistantRepeat",-0.2261
"sub-737080","L_SUB_NA","DistantRepeat",-0.1087
"sub-737080","R_SUB_NA","DistantRepeat",-0.03004
"sub-737080","L_CA12_NA","ExactRepeat",-0.02694
"sub-737080","R_CA12_NA","ExactRepeat",0.0837
"sub-737080","L_DGCA3_NA","ExactRepeat",0.1644
"sub-737080","R_DGCA3_NA","ExactRepeat",-0.04424
"sub-737080","L_HEADCA1_NA","ExactRepeat",-0.05474
"sub-737080","R_HEADCA1_NA","ExactRepeat",-0.1774
"sub-737080","L_HEADDGCA23_NA","ExactRepeat",0.05577
"sub-737080","R_HEADDGCA23_NA","ExactRepeat",-0.1052
"sub-737080","L_HEADSUB_NA","ExactRepeat",0.1138
"sub-737080","R_HEADSUB_NA","ExactRepeat",-0.1611
"sub-737080","L_SUB_NA","ExactRepeat",0.1519
"sub-737080","R_SUB_NA","ExactRepeat",0.0347
"sub-800472","L_CA12_NA","AllFirst",0.1728
"sub-800472","R_CA12_NA","AllFirst",0.02179
"sub-800472","L_DGCA3_NA","AllFirst",0.1189
"sub-800472","R_DGCA3_NA","AllFirst",0.01214
"sub-800472","L_HEADCA1_NA","AllFirst",-0.07334
"sub-800472","R_HEADCA1_NA","AllFirst",0.07436
"sub-800472","L_HEADDGCA23_NA","AllFirst",0.1593
"sub-800472","R_HEADDGCA23_NA","AllFirst",0.08744
"sub-800472","L_HEADSUB_NA","AllFirst",0.1939
"sub-800472","R_HEADSUB_NA","AllFirst",0.1172
"sub-800472","L_SUB_NA","AllFirst",0.005993
"sub-800472","R_SUB_NA","AllFirst",-0.03187
"sub-800472","L_CA12_NA","CloseRepeat",0.08123
"sub-800472","R_CA12_NA","CloseRepeat",0.1429
"sub-800472","L_DGCA3_NA","CloseRepeat",0.1211
"sub-800472","R_DGCA3_NA","CloseRepeat",0.11
"sub-800472","L_HEADCA1_NA","CloseRepeat",0.01401
"sub-800472","R_HEADCA1_NA","CloseRepeat",0.1495
"sub-800472","L_HEADDGCA23_NA","CloseRepeat",-0.0739
"sub-800472","R_HEADDGCA23_NA","CloseRepeat",0.201
"sub-800472","L_HEADSUB_NA","CloseRepeat",-0.07526
"sub-800472","R_HEADSUB_NA","CloseRepeat",0.2726
"sub-800472","L_SUB_NA","CloseRepeat",0.1169
"sub-800472","R_SUB_NA","CloseRepeat",0.1492
"sub-800472","L_CA12_NA","DistantRepeat",0.1271
"sub-800472","R_CA12_NA","DistantRepeat",0.1666
"sub-800472","L_DGCA3_NA","DistantRepeat",0.1198
"sub-800472","R_DGCA3_NA","DistantRepeat",0.1645
"sub-800472","L_HEADCA1_NA","DistantRepeat",0.05036
"sub-800472","R_HEADCA1_NA","DistantRepeat",0.0135
"sub-800472","L_HEADDGCA23_NA","DistantRepeat",0.1567
"sub-800472","R_HEADDGCA23_NA","DistantRepeat",0.1098
"sub-800472","L_HEADSUB_NA","DistantRepeat",0.1379
"sub-800472","R_HEADSUB_NA","DistantRepeat",0.005753
"sub-800472","L_SUB_NA","DistantRepeat",0.151
"sub-800472","R_SUB_NA","DistantRepeat",0.06632
"sub-800472","L_CA12_NA","ExactRepeat",0.1871
"sub-800472","R_CA12_NA","ExactRepeat",0.1441
"sub-800472","L_DGCA3_NA","ExactRepeat",0.1085
"sub-800472","R_DGCA3_NA","ExactRepeat",0.0834
"sub-800472","L_HEADCA1_NA","ExactRepeat",0.00331
"sub-800472","R_HEADCA1_NA","ExactRepeat",0.02968
"sub-800472","L_HEADDGCA23_NA","ExactRepeat",0.0612
"sub-800472","R_HEADDGCA23_NA","ExactRepeat",-0.05037
"sub-800472","L_HEADSUB_NA","ExactRepeat",0.08727
"sub-800472","R_HEADSUB_NA","ExactRepeat",0.05232
"sub-800472","L_SUB_NA","ExactRepeat",-0.04839
"sub-800472","R_SUB_NA","ExactRepeat",-0.04211
"sub-830922","L_CA12_NA","AllFirst",0.07428
"sub-830922","R_CA12_NA","AllFirst",-0.01517
"sub-830922","L_DGCA3_NA","AllFirst",0.03827
"sub-830922","R_DGCA3_NA","AllFirst",-0.08999
"sub-830922","L_HEADCA1_NA","AllFirst",0.01617
"sub-830922","R_HEADCA1_NA","AllFirst",-0.03346
"sub-830922","L_HEADDGCA23_NA","AllFirst",0.1649
"sub-830922","R_HEADDGCA23_NA","AllFirst",0.01428
"sub-830922","L_HEADSUB_NA","AllFirst",0.0146
"sub-830922","R_HEADSUB_NA","AllFirst",-0.1098
"sub-830922","L_SUB_NA","AllFirst",0.01057
"sub-830922","R_SUB_NA","AllFirst",0.0229
"sub-830922","L_CA12_NA","CloseRepeat",0.07633
"sub-830922","R_CA12_NA","CloseRepeat",-0.1172
"sub-830922","L_DGCA3_NA","CloseRepeat",0.03484
"sub-830922","R_DGCA3_NA","CloseRepeat",-0.1505
"sub-830922","L_HEADCA1_NA","CloseRepeat",-0.229
"sub-830922","R_HEADCA1_NA","CloseRepeat",-0.09552
"sub-830922","L_HEADDGCA23_NA","CloseRepeat",0.000513
"sub-830922","R_HEADDGCA23_NA","CloseRepeat",0.02702
"sub-830922","L_HEADSUB_NA","CloseRepeat",-0.2026
"sub-830922","R_HEADSUB_NA","CloseRepeat",-0.1295
"sub-830922","L_SUB_NA","CloseRepeat",0.02035
"sub-830922","R_SUB_NA","CloseRepeat",0.09726
"sub-830922","L_CA12_NA","DistantRepeat",0.1311
"sub-830922","R_CA12_NA","DistantRepeat",-0.05555
"sub-830922","L_DGCA3_NA","DistantRepeat",0.1936
"sub-830922","R_DGCA3_NA","DistantRepeat",-0.1156
"sub-830922","L_HEADCA1_NA","DistantRepeat",0.2056
"sub-830922","R_HEADCA1_NA","DistantRepeat",-0.06927
"sub-830922","L_HEADDGCA23_NA","DistantRepeat",0.21
"sub-830922","R_HEADDGCA23_NA","DistantRepeat",-0.02633
"sub-830922","L_HEADSUB_NA","DistantRepeat",0.3272
"sub-830922","R_HEADSUB_NA","DistantRepeat",-0.0505
"sub-830922","L_SUB_NA","DistantRepeat",0.0626
"sub-830922","R_SUB_NA","DistantRepeat",0.02431
"sub-830922","L_CA12_NA","ExactRepeat",0.1677
"sub-830922","R_CA12_NA","ExactRepeat",-0.01018
"sub-830922","L_DGCA3_NA","ExactRepeat",0.1201
"sub-830922","R_DGCA3_NA","ExactRepeat",0.08523
"sub-830922","L_HEADCA1_NA","ExactRepeat",-0.001921
"sub-830922","R_HEADCA1_NA","ExactRepeat",0.01013
"sub-830922","L_HEADDGCA23_NA","ExactRepeat",0.05794
"sub-830922","R_HEADDGCA23_NA","ExactRepeat",0.06232
"sub-830922","L_HEADSUB_NA","ExactRepeat",-0.1525
"sub-830922","R_HEADSUB_NA","ExactRepeat",-0.04078
"sub-830922","L_SUB_NA","ExactRepeat",0.06341
"sub-830922","R_SUB_NA","ExactRepeat",0.1892
"sub-864020","L_CA12_NA","AllFirst",-0.003059
"sub-864020","R_CA12_NA","AllFirst",-0.0623
"sub-864020","L_DGCA3_NA","AllFirst",0.366
"sub-864020","R_DGCA3_NA","AllFirst",0.2815
"sub-864020","L_HEADCA1_NA","AllFirst",0.09667
"sub-864020","R_HEADCA1_NA","AllFirst",0.08974
"sub-864020","L_HEADDGCA23_NA","AllFirst",0.3229
"sub-864020","R_HEADDGCA23_NA","AllFirst",0.1624
"sub-864020","L_HEADSUB_NA","AllFirst",0.1522
"sub-864020","R_HEADSUB_NA","AllFirst",0.07769
"sub-864020","L_SUB_NA","AllFirst",0.1555
"sub-864020","R_SUB_NA","AllFirst",0.2032
"sub-864020","L_CA12_NA","CloseRepeat",-0.04852
"sub-864020","R_CA12_NA","CloseRepeat",-0.09419
"sub-864020","L_DGCA3_NA","CloseRepeat",0.1939
"sub-864020","R_DGCA3_NA","CloseRepeat",0.04216
"sub-864020","L_HEADCA1_NA","CloseRepeat",0.0184
"sub-864020","R_HEADCA1_NA","CloseRepeat",0.1542
"sub-864020","L_HEADDGCA23_NA","CloseRepeat",0.06306
"sub-864020","R_HEADDGCA23_NA","CloseRepeat",0.1247
"sub-864020","L_HEADSUB_NA","CloseRepeat",-0.03546
"sub-864020","R_HEADSUB_NA","CloseRepeat",0.05774
"sub-864020","L_SUB_NA","CloseRepeat",0.1514
"sub-864020","R_SUB_NA","CloseRepeat",0.1803
"sub-864020","L_CA12_NA","DistantRepeat",0.02828
"sub-864020","R_CA12_NA","DistantRepeat",-0.2549
"sub-864020","L_DGCA3_NA","DistantRepeat",0.1385
"sub-864020","R_DGCA3_NA","DistantRepeat",0.03339
"sub-864020","L_HEADCA1_NA","DistantRepeat",-0.02025
"sub-864020","R_HEADCA1_NA","DistantRepeat",0.05704
"sub-864020","L_HEADDGCA23_NA","DistantRepeat",0.2699
"sub-864020","R_HEADDGCA23_NA","DistantRepeat",0.01506
"sub-864020","L_HEADSUB_NA","DistantRepeat",-0.06242
"sub-864020","R_HEADSUB_NA","DistantRepeat",-0.08404
"sub-864020","L_SUB_NA","DistantRepeat",0.07745
"sub-864020","R_SUB_NA","DistantRepeat",0.07914
"sub-864020","L_CA12_NA","ExactRepeat",-0.0429
"sub-864020","R_CA12_NA","ExactRepeat",0.05292
"sub-864020","L_DGCA3_NA","ExactRepeat",0.0893
"sub-864020","R_DGCA3_NA","ExactRepeat",0.1645
"sub-864020","L_HEADCA1_NA","ExactRepeat",-0.04473
"sub-864020","R_HEADCA1_NA","ExactRepeat",0.03799
"sub-864020","L_HEADDGCA23_NA","ExactRepeat",0.1004
"sub-864020","R_HEADDGCA23_NA","ExactRepeat",-0.03865
"sub-864020","L_HEADSUB_NA","ExactRepeat",-0.03241
"sub-864020","R_HEADSUB_NA","ExactRepeat",-0.04712
"sub-864020","L_SUB_NA","ExactRepeat",0.0456
"sub-864020","R_SUB_NA","ExactRepeat",0.07356
"sub-939616","L_CA12_NA","AllFirst",0.1159
"sub-939616","R_CA12_NA","AllFirst",-0.1756
"sub-939616","L_DGCA3_NA","AllFirst",-0.05788
"sub-939616","R_DGCA3_NA","AllFirst",-0.1406
"sub-939616","L_HEADCA1_NA","AllFirst",-0.02005
"sub-939616","R_HEADCA1_NA","AllFirst",-0.06765
"sub-939616","L_HEADDGCA23_NA","AllFirst",0.07719
"sub-939616","R_HEADDGCA23_NA","AllFirst",0.03639
"sub-939616","L_HEADSUB_NA","AllFirst",-0.03159
"sub-939616","R_HEADSUB_NA","AllFirst",0.04173
"sub-939616","L_SUB_NA","AllFirst",-0.07611
"sub-939616","R_SUB_NA","AllFirst",-0.06568
"sub-939616","L_CA12_NA","CloseRepeat",0.1343
"sub-939616","R_CA12_NA","CloseRepeat",-0.03602
"sub-939616","L_DGCA3_NA","CloseRepeat",-0.07763
"sub-939616","R_DGCA3_NA","CloseRepeat",-0.06602
"sub-939616","L_HEADCA1_NA","CloseRepeat",-0.07713
"sub-939616","R_HEADCA1_NA","CloseRepeat",-0.08791
"sub-939616","L_HEADDGCA23_NA","CloseRepeat",-0.0584
"sub-939616","R_HEADDGCA23_NA","CloseRepeat",-0.09864
"sub-939616","L_HEADSUB_NA","CloseRepeat",-0.01104
"sub-939616","R_HEADSUB_NA","CloseRepeat",-0.04494
"sub-939616","L_SUB_NA","CloseRepeat",-0.103
"sub-939616","R_SUB_NA","CloseRepeat",-0.193
"sub-939616","L_CA12_NA","DistantRepeat",0.0604
"sub-939616","R_CA12_NA","DistantRepeat",-0.1247
"sub-939616","L_DGCA3_NA","DistantRepeat",-0.009634
"sub-939616","R_DGCA3_NA","DistantRepeat",-0.1219
"sub-939616","L_HEADCA1_NA","DistantRepeat",0.04216
"sub-939616","R_HEADCA1_NA","DistantRepeat",-0.04673
"sub-939616","L_HEADDGCA23_NA","DistantRepeat",0.1206
"sub-939616","R_HEADDGCA23_NA","DistantRepeat",0.04187
"sub-939616","L_HEADSUB_NA","DistantRepeat",0.09839
"sub-939616","R_HEADSUB_NA","DistantRepeat",0.08971
"sub-939616","L_SUB_NA","DistantRepeat",-0.03902
"sub-939616","R_SUB_NA","DistantRepeat",-0.09963
"sub-939616","L_CA12_NA","ExactRepeat",0.01869
"sub-939616","R_CA12_NA","ExactRepeat",-0.06291
"sub-939616","L_DGCA3_NA","ExactRepeat",-0.004044
"sub-939616","R_DGCA3_NA","ExactRepeat",-0.01307
"sub-939616","L_HEADCA1_NA","ExactRepeat",-0.04332
"sub-939616","R_HEADCA1_NA","ExactRepeat",0.02719
"sub-939616","L_HEADDGCA23_NA","ExactRepeat",0.01853
"sub-939616","R_HEADDGCA23_NA","ExactRepeat",-0.02425
"sub-939616","L_HEADSUB_NA","ExactRepeat",-0.01935
"sub-939616","R_HEADSUB_NA","ExactRepeat",0.005622
"sub-939616","L_SUB_NA","ExactRepeat",0.02041
"sub-939616","R_SUB_NA","ExactRepeat",0.02688
